frame,time_sec,center_x,center_y,team,brightness,saturation,hue
0,0.0,590.7430114746094,268.52125549316406,unknown,128.56723484848484,168.1685606060606,43
0,0.0,762.1422424316406,168.66785430908203,unknown,157.8406862745098,92.13725490196079,44
0,0.0,735.1220092773438,219.74616241455078,unknown,118.1496913580247,149.18364197530863,44
0,0.0,497.1695251464844,406.1902160644531,unknown,141.4516129032258,130.31912442396313,44
0,0.0,512.4507293701172,274.67223358154297,unknown,96.60702341137124,186.90301003344482,44
0,0.0,299.4980926513672,155.15567016601562,unknown,146.225,126.08,44
0,0.0,696.37255859375,134.80435180664062,unknown,140.4611111111111,128.88888888888889,44
0,0.0,160.69009399414062,107.08771133422852,unknown,98.83591331269349,156.33436532507739,45
0,0.0,560.1093139648438,273.549072265625,unknown,97.12444444444445,195.2,44
0,0.0,330.7539367675781,165.50833892822266,unknown,132.04260651629073,148.5764411027569,45
0,0.0,754.7833557128906,418.8631896972656,referee,78.91375,181.10875,44
0,0.0,253.32725524902344,459.79803466796875,unknown,120.08646616541354,177.95864661654136,43
0,0.0,535.494384765625,227.7950439453125,unknown,97.0461956521739,154.46195652173913,44
0,0.0,753.8722839355469,411.6203308105469,referee,76.76761904761905,178.0704761904762,43
0,0.0,364.15745544433594,174.94522094726562,unknown,88.91695501730104,157.46020761245674,43
0,0.0,580.6030883789062,121.88924026489258,unknown,93.3781512605042,122.27310924369748,43
0,0.0,548.3813781738281,51.241403579711914,unknown,152.57589285714286,130.3125,45
0,0.0,507.693115234375,405.8391418457031,unknown,134.85508241758242,145.65453296703296,44
0,0.0,718.2072448730469,109.65491104125977,unknown,106.13928571428572,133.4857142857143,44
0,0.0,436.9569091796875,382.7393035888672,unknown,127.81122448979592,155.61516034985422,44
0,0.0,669.771728515625,99.539794921875,unknown,167.7764705882353,98.85098039215686,45
10,0.4,325.9042205810547,450.0314483642578,unknown,127.06913580246913,161.2679012345679,43
10,0.4,649.4446716308594,257.0705871582031,unknown,132.13793103448276,162.25985221674875,44
10,0.4,783.0313110351562,220.64524841308594,unknown,116.29783950617283,139.90895061728395,43
10,0.4,633.2124633789062,124.12275314331055,unknown,105.3405572755418,133.1764705882353,44
10,0.4,827.244873046875,169.03817749023438,unknown,142.87173913043478,106.49130434782609,43
10,0.4,763.1936645507812,135.56139373779297,unknown,150.21052631578948,121.24736842105263,45
10,0.4,374.3684539794922,252.00061798095703,unknown,139.14285714285714,133.72857142857143,42
10,0.4,799.0167236328125,135.1844367980957,unknown,133.28146453089244,119.19450800915332,44
10,0.4,211.3262939453125,103.3717041015625,unknown,108.46111111111111,160.74444444444444,45
10,0.4,455.3995056152344,367.6295928955078,unknown,132.115,161.95333333333335,43
10,0.4,589.9580993652344,265.3752746582031,unknown,83.13575268817205,167.39112903225808,42
10,0.4,819.6148681640625,409.52268981933594,referee,71.46384479717813,166.58024691358025,43
10,0.4,336.6314239501953,149.81737518310547,unknown,149.8148148148148,129.27777777777777,43
10,0.4,423.61549377441406,174.50142669677734,unknown,102.37941176470588,154.1529411764706,43
10,0.4,567.9346618652344,269.22005462646484,unknown,93.20842105263158,168.71157894736842,43
10,0.4,459.5458068847656,368.1400146484375,unknown,138.7177033492823,154.0287081339713,43
10,0.4,420.3555145263672,172.7479248046875,unknown,99.90234375,156.140625,42
10,0.4,44.71497917175293,217.73306274414062,unknown,107.64722222222223,125.91388888888889,41
10,0.4,585.6595764160156,227.49944305419922,unknown,102.96078431372548,166.65826330532212,42
10,0.4,605.4524536132812,53.57588577270508,unknown,158.66071428571428,114.26339285714286,45
20,0.8,403.3929748535156,268.4607391357422,unknown,136.83695652173913,137.6304347826087,43
20,0.8,716.1951599121094,255.32923126220703,unknown,145.95299145299145,134.81837606837607,43
20,0.8,398.86109924316406,439.4814758300781,unknown,119.08333333333333,162.39166666666668,43
20,0.8,688.4775695800781,129.73746871948242,unknown,104.1470588235294,134.1764705882353,44
20,0.8,264.1382293701172,114.23123931884766,unknown,110.07612456747405,146.9757785467128,41
20,0.8,113.16688919067383,222.34286499023438,unknown,100.56979405034325,153.99771167048056,43
20,0.8,374.2413635253906,152.4269256591797,unknown,149.24561403508773,136.2514619883041,43
20,0.8,613.8212890625,269.7869873046875,unknown,89.58543417366947,157.8501400560224,43
20,0.8,472.6202697753906,367.7122039794922,unknown,113.41341991341992,157.6839826839827,43
20,0.8,639.885009765625,232.36766815185547,unknown,94.07843137254902,156.0280112044818,41
20,0.8,479.9575500488281,178.52518463134766,unknown,103.41911764705883,155.05514705882354,42
20,0.8,833.6550903320312,224.48875427246094,unknown,122.69130434782609,142.37826086956522,44
20,0.8,377.2943115234375,152.60413360595703,unknown,140.84,152.224,43
20,0.8,424.7950134277344,167.94425201416016,unknown,132.5079365079365,158.50198412698413,45
20,0.8,663.7707214355469,57.579524993896484,unknown,158.15238095238095,115.70952380952382,44
20,0.8,627.2898864746094,266.9026336669922,referee,79.32608695652173,152.06159420289856,45
20,0.8,632.3788757324219,267.25391387939453,unknown,87.28515625,151.77604166666666,45
20,0.8,834.4230346679688,142.1735954284668,unknown,145.03676470588235,128.54656862745097,45
30,1.2,660.9945068359375,270.9512176513672,unknown,86.95486111111111,154.53819444444446,43
30,1.2,771.2669982910156,257.3816146850586,unknown,144.4594017094017,131.7948717948718,43
30,1.2,157.97610473632812,230.99749755859375,unknown,92.74515235457064,162.61218836565098,44
30,1.2,727.2509460449219,136.27134704589844,unknown,104.75733333333334,145.96266666666668,45
30,1.2,631.22265625,268.8466339111328,unknown,103.08695652173913,162.67080745341616,43
30,1.2,469.1117706298828,342.90879821777344,unknown,117.69507575757575,176.7935606060606,44
30,1.2,420.2123718261719,291.6423797607422,unknown,144.27,133.535,42
30,1.2,683.7734375,241.75062561035156,unknown,103.58080808080808,152.17424242424244,43
30,1.2,710.4218139648438,65.25912094116211,unknown,152.3655462184874,120.53361344537815,44
30,1.2,301.7134246826172,119.87026596069336,unknown,116.30147058823529,127.8345588235294,44
30,1.2,453.7705993652344,170.44383239746094,unknown,133.57309941520467,160.29239766081872,44
30,1.2,444.7544708251953,378.23095703125,unknown,125.757,155.125,43
30,1.2,465.95697021484375,430.2444152832031,unknown,122.43112947658402,149.4793388429752,45
