frame,time_sec,tracker_id,class,confidence,center_x,center_y
42,1.68,1,person,0.416,834.4,257.7
42,1.68,11,person,0.331,473.6,171.5
42,1.68,163,person,0.314,541.9,180.1
43,1.72,13,person,0.72,550.8,416.0
43,1.72,128,person,0.702,740.6,256.0
43,1.72,17,person,0.682,767.7,139.8
43,1.72,158,person,0.668,375.4,368.2
43,1.72,1,person,0.663,836.7,258.2
43,1.72,109,person,0.602,178.0,239.7
43,1.72,26,person,0.576,411.7,310.6
43,1.72,11,person,0.572,477.3,173.5
43,1.72,31,person,0.53,689.5,272.7
43,1.72,155,person,0.493,545.2,184.7
43,1.72,161,person,0.488,686.3,271.1
43,1.72,142,person,0.452,760.1,67.9
43,1.72,21,person,0.405,446.5,319.8
43,1.72,7,person,0.393,411.7,151.3
43,1.72,10,person,0.319,643.6,268.6
44,1.76,13,person,0.754,557.3,414.6
44,1.76,158,person,0.725,370.1,368.7
44,1.76,128,person,0.697,745.3,255.6
44,1.76,31,person,0.673,692.1,273.6
44,1.76,17,person,0.654,772.8,139.7
44,1.76,109,person,0.61,178.9,239.7
44,1.76,7,person,0.593,414.0,149.7
44,1.76,155,person,0.516,547.1,184.2
44,1.76,1,person,0.467,840.9,257.5
44,1.76,26,person,0.46,413.2,312.4
44,1.76,10,person,0.399,642.0,268.3
44,1.76,21,person,0.381,449.0,318.3
44,1.76,161,person,0.33,688.2,271.8
45,1.8,158,person,0.764,371.3,364.3
45,1.8,31,person,0.738,695.9,273.4
45,1.8,13,person,0.72,564.9,416.3
45,1.8,128,person,0.65,751.1,255.4
45,1.8,17,person,0.646,777.0,138.8
45,1.8,7,person,0.636,417.4,148.8
45,1.8,21,person,0.577,441.7,320.6
45,1.8,26,person,0.557,409.6,311.8
45,1.8,175,person,0.543,326.0,123.0
45,1.8,109,person,0.539,181.1,238.2
45,1.8,163,person,0.474,547.0,181.1
45,1.8,155,person,0.467,550.1,182.6
45,1.8,95,person,0.362,741.7,425.2
45,1.8,10,person,0.353,642.4,270.2
46,1.84,31,person,0.75,697.6,273.5
46,1.84,13,person,0.677,571.4,414.8
46,1.84,128,person,0.67,756.8,256.9
46,1.84,21,person,0.627,442.8,320.6
46,1.84,7,person,0.619,418.3,148.4
46,1.84,10,person,0.598,645.4,273.3
46,1.84,155,person,0.588,553.9,183.3
46,1.84,158,person,0.585,368.1,361.5
46,1.84,26,person,0.564,409.4,314.4
46,1.84,109,person,0.562,184.2,239.6
46,1.84,175,person,0.539,328.9,124.0
46,1.84,11,person,0.503,477.8,170.4
46,1.84,17,person,0.487,781.7,138.0
46,1.84,163,person,0.4,550.2,179.3
46,1.84,95,person,0.374,741.9,425.0
47,1.88,13,person,0.744,578.2,413.5
47,1.88,128,person,0.693,763.2,259.0
47,1.88,21,person,0.639,438.3,320.3
47,1.88,26,person,0.638,410.2,316.3
47,1.88,17,person,0.581,786.0,139.3
47,1.88,10,person,0.566,643.7,272.8
47,1.88,175,person,0.563,331.8,124.5
47,1.88,155,person,0.559,557.5,183.7
47,1.88,11,person,0.532,480.9,173.3
47,1.88,158,person,0.524,355.5,364.4
47,1.88,7,person,0.52,415.6,148.5
47,1.88,109,person,0.518,182.5,240.0
47,1.88,161,person,0.498,693.8,274.2
48,1.92,158,person,0.747,352.9,365.1
48,1.92,13,person,0.745,585.3,415.5
48,1.92,26,person,0.699,410.7,319.1
48,1.92,21,person,0.676,440.4,320.1
48,1.92,7,person,0.622,417.7,148.7
48,1.92,31,person,0.601,704.4,275.2
48,1.92,11,person,0.588,483.7,173.7
48,1.92,109,person,0.578,183.7,241.0
48,1.92,128,person,0.568,769.5,259.5
48,1.92,17,person,0.545,790.6,140.5
48,1.92,175,person,0.525,333.3,124.1
48,1.92,161,person,0.506,700.3,275.3
48,1.92,10,person,0.456,646.2,271.4
48,1.92,163,person,0.45,556.4,178.3
48,1.92,155,person,0.397,561.0,182.0
49,1.96,26,person,0.752,410.8,322.4
49,1.96,13,person,0.711,592.3,415.1
49,1.96,21,person,0.677,441.2,316.1
49,1.96,31,person,0.647,704.6,276.1
49,1.96,109,person,0.644,185.5,240.8
49,1.96,7,person,0.595,420.8,148.8
49,1.96,158,person,0.594,349.4,363.7
49,1.96,128,person,0.59,775.8,260.4
49,1.96,11,person,0.574,486.5,172.8
49,1.96,17,person,0.573,795.6,141.1
49,1.96,10,person,0.495,650.2,272.7
49,1.96,163,person,0.439,557.7,178.1
50,2.0,26,person,0.806,413.0,324.2
50,2.0,21,person,0.718,443.7,316.2
50,2.0,13,person,0.667,601.0,414.5
50,2.0,31,person,0.661,708.6,276.5
50,2.0,109,person,0.646,186.6,243.2
50,2.0,128,person,0.599,782.6,262.7
50,2.0,11,person,0.585,488.3,171.8
50,2.0,17,person,0.58,799.6,140.2
50,2.0,158,person,0.575,350.4,362.4
50,2.0,10,person,0.549,651.2,271.4
50,2.0,7,person,0.419,423.1,148.4
50,2.0,163,person,0.355,562.0,178.5
50,2.0,155,person,0.338,564.5,179.8
51,2.04,26,person,0.685,416.9,324.3
51,2.04,13,person,0.645,609.0,416.0
51,2.04,109,person,0.629,192.4,245.2
51,2.04,31,person,0.616,714.5,277.6
51,2.04,128,person,0.572,790.6,263.4
51,2.04,7,person,0.557,428.1,148.8
51,2.04,11,person,0.521,490.4,168.3
51,2.04,17,person,0.519,805.4,139.1
51,2.04,10,person,0.498,652.2,269.4
51,2.04,175,person,0.498,344.1,122.4
51,2.04,183,person,0.49,647.4,272.5
51,2.04,155,person,0.431,566.7,179.5
51,2.04,21,person,0.417,442.8,310.7
51,2.04,158,person,0.317,344.0,362.4
52,2.08,109,person,0.738,197.7,245.2
52,2.08,31,person,0.695,720.1,277.8
52,2.08,13,person,0.687,617.5,416.7
52,2.08,7,person,0.647,432.2,147.6
52,2.08,128,person,0.618,798.3,265.4
52,2.08,175,person,0.612,346.4,129.2
52,2.08,26,person,0.602,420.8,324.2
52,2.08,11,person,0.522,494.9,168.5
52,2.08,17,person,0.495,814.0,141.8
52,2.08,183,person,0.482,650.6,274.5
52,2.08,185,person,0.448,438.3,307.7
52,2.08,155,person,0.436,571.6,179.3
52,2.08,158,person,0.35,341.0,361.9
53,2.12,128,person,0.694,807.2,267.6
53,2.12,109,person,0.667,200.3,245.9
53,2.12,31,person,0.65,725.8,277.7
53,2.12,13,person,0.603,627.5,417.0
53,2.12,175,person,0.595,353.0,129.4
53,2.12,11,person,0.595,499.5,170.2
53,2.12,10,person,0.564,656.7,275.5
53,2.12,7,person,0.537,432.4,147.2
53,2.12,26,person,0.537,417.3,321.7
53,2.12,158,person,0.483,339.7,363.8
53,2.12,21,person,0.437,443.0,314.6
53,2.12,17,person,0.342,820.3,141.7
54,2.16,158,person,0.71,337.4,363.8
54,2.16,31,person,0.682,731.7,279.1
54,2.16,109,person,0.652,203.2,247.2
54,2.16,10,person,0.636,660.6,275.3
54,2.16,47,person,0.635,359.4,128.7
54,2.16,175,person,0.612,356.3,126.8
54,2.16,26,person,0.599,417.6,328.3
54,2.16,7,person,0.589,437.9,146.2
54,2.16,13,person,0.583,637.0,417.3
54,2.16,11,person,0.57,505.1,170.7
54,2.16,21,person,0.552,446.0,313.9
54,2.16,128,person,0.538,817.3,268.5
54,2.16,17,person,0.337,827.5,143.1
55,2.2,13,person,0.713,647.8,419.2
55,2.2,11,person,0.64,510.3,174.1
55,2.2,109,person,0.631,204.8,249.8
55,2.2,128,person,0.621,827.4,271.3
55,2.2,31,person,0.595,736.5,280.3
55,2.2,158,person,0.594,339.0,363.4
55,2.2,26,person,0.559,421.2,329.2
55,2.2,21,person,0.545,450.8,314.2
55,2.2,47,person,0.542,362.3,125.9
55,2.2,7,person,0.483,443.1,146.8
55,2.2,10,person,0.443,665.7,275.1
56,2.24,10,person,0.744,673.8,276.2
56,2.24,5,person,0.728,342.0,360.0
56,2.24,13,person,0.723,657.8,420.1
56,2.24,193,sports ball,0.697,278.7,348.5
56,2.24,128,person,0.586,837.9,273.1
56,2.24,109,person,0.583,208.4,250.5
56,2.24,31,person,0.552,743.4,283.1
56,2.24,47,person,0.538,372.1,124.9
56,2.24,21,person,0.533,457.8,310.5
56,2.24,11,person,0.521,516.3,172.0
56,2.24,7,person,0.476,449.4,147.9
56,2.24,26,person,0.329,425.7,330.5
57,2.28,5,person,0.738,343.7,357.8
57,2.28,13,person,0.715,671.0,421.5
57,2.28,31,person,0.679,748.5,283.2
57,2.28,11,person,0.65,524.6,171.4
57,2.28,47,person,0.587,375.0,124.9
57,2.28,109,person,0.58,214.4,252.2
57,2.28,26,person,0.556,431.8,330.7
57,2.28,10,person,0.468,680.0,276.3
57,2.28,21,person,0.417,455.9,309.4
57,2.28,158,person,0.416,335.1,357.6
58,2.32,5,person,0.693,344.7,358.3
58,2.32,31,person,0.655,758.6,284.8
58,2.32,13,person,0.647,682.3,421.3
58,2.32,11,person,0.618,531.2,172.0
58,2.32,47,person,0.618,384.7,127.4
58,2.32,26,person,0.613,437.5,331.3
58,2.32,199,sports ball,0.564,274.4,351.0
58,2.32,21,person,0.518,460.3,306.4
58,2.32,10,person,0.471,680.5,279.9
58,2.32,109,person,0.361,221.2,253.4
59,2.36,5,person,0.729,341.5,358.9
59,2.36,47,person,0.615,390.8,126.7
59,2.36,31,person,0.603,770.8,285.9
59,2.36,11,person,0.522,540.2,172.5
59,2.36,21,person,0.518,468.2,305.5
59,2.36,199,sports ball,0.506,274.0,350.7
59,2.36,109,person,0.468,225.1,254.1
59,2.36,26,person,0.46,442.8,333.4
59,2.36,10,person,0.407,690.7,280.3
60,2.4,5,person,0.71,343.9,358.6
60,2.4,199,sports ball,0.658,273.8,351.4
60,2.4,26,person,0.629,443.8,338.3
60,2.4,21,person,0.606,473.7,307.9
60,2.4,47,person,0.598,399.9,130.6
60,2.4,109,person,0.571,233.1,257.4
60,2.4,11,person,0.567,547.8,174.4
60,2.4,10,person,0.461,695.5,281.7
61,2.44,5,person,0.698,348.2,357.2
61,2.44,26,person,0.611,446.8,340.3
61,2.44,109,person,0.595,237.4,258.2
61,2.44,199,sports ball,0.594,273.9,351.8
61,2.44,47,person,0.565,407.0,131.1
61,2.44,21,person,0.557,479.3,306.9
61,2.44,10,person,0.467,702.1,280.4
62,2.48,26,person,0.684,445.5,340.5
62,2.48,21,person,0.584,485.2,305.3
62,2.48,109,person,0.569,245.0,258.1
62,2.48,5,person,0.561,343.3,355.3
62,2.48,10,person,0.537,711.4,282.8
62,2.48,199,sports ball,0.463,274.1,352.1
62,2.48,31,person,0.455,789.7,291.5
62,2.48,47,person,0.365,415.7,131.8
63,2.52,5,person,0.701,350.1,355.1
63,2.52,109,person,0.624,252.8,257.7
63,2.52,199,sports ball,0.542,274.6,351.7
63,2.52,31,person,0.53,803.9,292.2
63,2.52,26,person,0.445,454.6,340.0
63,2.52,21,person,0.445,489.1,301.9
63,2.52,47,person,0.439,421.0,126.3
63,2.52,10,person,0.408,720.1,281.4
64,2.56,5,person,0.773,347.1,355.5
64,2.56,31,person,0.699,810.2,294.7
64,2.56,26,person,0.683,460.0,339.8
64,2.56,10,person,0.541,725.3,282.0
64,2.56,21,person,0.538,499.3,302.8
64,2.56,199,sports ball,0.396,275.3,352.0
64,2.56,109,person,0.361,256.6,259.3
65,2.6,26,person,0.764,464.3,339.3
65,2.6,5,person,0.688,348.4,355.1
65,2.6,21,person,0.627,503.5,303.3
65,2.6,10,person,0.572,731.0,283.5
65,2.6,163,person,0.551,590.5,176.5
65,2.6,109,person,0.512,263.3,261.7
65,2.6,199,sports ball,0.506,277.1,352.4
65,2.6,31,person,0.426,818.5,294.3
66,2.64,199,sports ball,0.775,278.9,352.7
66,2.64,5,person,0.744,352.9,352.4
66,2.64,21,person,0.71,504.7,305.1
66,2.64,109,person,0.671,267.6,265.7
66,2.64,26,person,0.62,465.7,341.8
66,2.64,10,person,0.58,734.5,285.6
66,2.64,31,person,0.39,825.4,295.9
67,2.68,199,sports ball,0.913,281.1,352.3
67,2.68,5,person,0.73,356.6,351.1
67,2.68,26,person,0.637,467.1,340.5
67,2.68,21,person,0.615,510.8,305.4
67,2.68,161,person,0.602,743.0,286.8
67,2.68,109,person,0.556,270.9,265.6
67,2.68,233,person,0.488,532.2,146.6
67,2.68,31,person,0.419,834.3,292.8
68,2.72,199,sports ball,0.856,283.5,352.1
68,2.72,10,person,0.715,748.5,286.0
68,2.72,26,person,0.671,468.2,340.3
68,2.72,21,person,0.618,518.6,304.0
68,2.72,235,person,0.614,348.2,351.3
68,2.72,109,person,0.58,276.3,266.1
68,2.72,5,person,0.559,355.6,350.8
68,2.72,31,person,0.379,837.8,298.4
69,2.76,238,person,0.776,82.8,421.5
69,2.76,10,person,0.763,758.3,287.8
69,2.76,199,sports ball,0.761,285.2,352.3
69,2.76,26,person,0.747,474.5,340.6
69,2.76,235,person,0.713,352.0,351.7
69,2.76,109,person,0.579,286.0,268.8
69,2.76,21,person,0.572,520.7,298.9
70,2.8,10,person,0.783,766.0,287.4
70,2.8,235,person,0.737,354.6,350.3
70,2.8,238,person,0.675,95.7,419.8
70,2.8,26,person,0.645,480.0,339.6
70,2.8,199,sports ball,0.544,287.5,352.0
70,2.8,21,person,0.447,529.8,297.3
70,2.8,109,person,0.445,288.6,273.2
71,2.84,199,sports ball,0.814,290.6,352.8
71,2.84,26,person,0.749,484.3,338.9
71,2.84,235,person,0.711,358.7,350.2
71,2.84,238,person,0.711,108.7,419.2
71,2.84,10,person,0.65,771.9,286.0
71,2.84,21,person,0.603,532.7,297.9
71,2.84,109,person,0.523,293.2,277.3
72,2.88,21,person,0.724,534.1,300.5
72,2.88,238,person,0.703,120.3,417.3
72,2.88,199,sports ball,0.671,293.7,353.8
72,2.88,109,person,0.644,297.7,279.9
72,2.88,10,person,0.637,777.1,289.1
72,2.88,5,person,0.61,352.6,347.5
72,2.88,235,person,0.472,360.5,347.6
72,2.88,26,person,0.324,482.0,336.8
73,2.92,238,person,0.725,133.0,420.0
73,2.92,5,person,0.713,353.5,349.6
73,2.92,21,person,0.691,540.0,300.7
73,2.92,256,person,0.681,581.7,147.6
73,2.92,109,person,0.653,302.5,278.7
73,2.92,199,sports ball,0.575,295.6,353.7
73,2.92,10,person,0.556,783.8,291.3
73,2.92,26,person,0.536,488.1,338.8
73,2.92,261,person,0.528,750.7,192.8
74,2.96,238,person,0.77,144.8,419.3
74,2.96,5,person,0.743,356.1,350.4
74,2.96,26,person,0.687,491.0,340.2
74,2.96,10,person,0.683,788.4,292.9
74,2.96,199,sports ball,0.674,298.9,354.4
74,2.96,109,person,0.594,307.1,279.0
74,2.96,21,person,0.579,547.2,298.7
74,2.96,256,person,0.548,590.0,146.8
74,2.96,7,person,0.496,503.0,134.3
75,3.0,199,sports ball,0.829,301.8,354.9
75,3.0,238,person,0.793,155.7,419.2
75,3.0,5,person,0.77,356.5,349.7
75,3.0,21,person,0.678,552.7,297.8
75,3.0,26,person,0.655,492.3,341.1
75,3.0,10,person,0.613,793.4,296.0
75,3.0,256,person,0.602,595.5,148.5
75,3.0,109,person,0.56,312.3,282.0
75,3.0,7,person,0.462,510.2,134.5
76,3.04,5,person,0.856,361.2,349.8
76,3.04,238,person,0.795,166.6,419.7
76,3.04,21,person,0.698,554.8,295.9
76,3.04,26,person,0.68,495.9,340.4
76,3.04,199,sports ball,0.665,303.9,355.1
76,3.04,10,person,0.605,801.5,295.6
76,3.04,109,person,0.531,315.5,282.3
76,3.04,256,person,0.428,603.1,149.7
77,3.08,238,person,0.773,176.9,420.4
77,3.08,26,person,0.754,501.0,340.2
77,3.08,5,person,0.745,362.6,345.6
77,3.08,10,person,0.689,807.9,296.8
77,3.08,21,person,0.667,556.5,299.0
77,3.08,256,person,0.643,610.9,149.6
77,3.08,199,sports ball,0.614,305.6,355.6
77,3.08,109,person,0.498,319.3,291.3
78,3.12,26,person,0.799,505.6,340.0
78,3.12,238,person,0.767,186.6,419.8
78,3.12,280,person,0.762,687.7,195.8
78,3.12,109,person,0.727,319.1,293.9
78,3.12,5,person,0.702,356.4,345.0
78,3.12,256,person,0.669,618.4,150.6
78,3.12,21,person,0.661,556.1,299.3
78,3.12,10,person,0.581,812.1,295.8
78,3.12,233,person,0.454,526.2,141.4
78,3.12,199,sports ball,0.451,307.5,355.7
79,3.16,26,person,0.799,506.6,337.4
79,3.16,238,person,0.723,196.0,419.2
79,3.16,256,person,0.676,624.7,150.5
79,3.16,5,person,0.65,354.6,345.9
79,3.16,21,person,0.643,560.9,299.4
79,3.16,10,person,0.638,815.0,298.2
79,3.16,199,sports ball,0.544,309.1,357.4
79,3.16,280,person,0.506,688.6,195.3
79,3.16,109,person,0.503,321.2,294.1
80,3.2,26,person,0.774,507.6,336.8
80,3.2,238,person,0.74,204.7,421.1
80,3.2,5,person,0.719,354.0,344.8
80,3.2,21,person,0.69,564.9,297.3
80,3.2,199,sports ball,0.651,309.5,357.9
80,3.2,280,person,0.646,692.4,192.3
80,3.2,256,person,0.522,625.6,150.1
80,3.2,109,person,0.505,328.2,294.9
80,3.2,10,person,0.446,817.2,300.2
81,3.24,26,person,0.757,508.6,337.9
81,3.24,238,person,0.732,213.6,422.2
81,3.24,5,person,0.72,353.8,344.0
81,3.24,199,sports ball,0.69,310.1,358.0
81,3.24,109,person,0.654,328.4,298.6
81,3.24,291,person,0.64,542.1,147.4
81,3.24,280,person,0.64,696.6,196.4
81,3.24,21,person,0.633,567.9,294.4
81,3.24,10,person,0.596,818.8,304.2
81,3.24,290,person,0.422,321.1,296.8
81,3.24,256,person,0.345,630.5,150.5
82,3.28,238,person,0.779,222.7,422.4
82,3.28,26,person,0.768,507.8,338.7
82,3.28,280,person,0.695,702.8,200.4
82,3.28,291,person,0.628,545.1,142.5
82,3.28,5,person,0.613,352.3,342.7
82,3.28,21,person,0.612,569.2,293.2
82,3.28,199,sports ball,0.546,310.3,358.8
82,3.28,293,person,0.514,562.8,293.2
82,3.28,10,person,0.488,821.2,303.9
83,3.32,238,person,0.841,228.3,422.6
83,3.32,26,person,0.707,508.7,337.6
83,3.32,293,person,0.682,565.7,293.8
83,3.32,280,person,0.668,706.7,202.5
83,3.32,295,person,0.464,338.3,323.9
83,3.32,291,person,0.435,550.2,144.1
83,3.32,10,person,0.346,823.5,301.9
83,3.32,5,person,0.319,346.0,341.5
84,3.36,238,person,0.876,236.2,423.5
84,3.36,26,person,0.785,512.1,336.8
84,3.36,293,person,0.756,564.8,294.4
84,3.36,280,person,0.605,712.9,202.9
84,3.36,291,person,0.582,555.0,146.1
84,3.36,5,person,0.544,341.3,344.5
84,3.36,290,person,0.499,321.7,307.2
84,3.36,298,person,0.471,551.3,145.4
84,3.36,10,person,0.349,823.3,302.3
85,3.4,238,person,0.856,244.1,423.7
85,3.4,26,person,0.819,512.7,334.4
85,3.4,280,person,0.723,715.1,202.0
85,3.4,5,person,0.702,338.8,344.5
85,3.4,293,person,0.683,566.2,292.8
85,3.4,291,person,0.58,554.0,143.7
85,3.4,290,person,0.55,321.7,306.2
85,3.4,10,person,0.471,823.8,299.7
85,3.4,298,person,0.434,551.5,143.4
86,3.44,26,person,0.839,513.8,332.3
86,3.44,238,person,0.828,250.3,423.0
86,3.44,5,person,0.767,335.4,344.9
86,3.44,293,person,0.749,567.2,291.2
86,3.44,290,person,0.614,319.2,307.1
86,3.44,280,person,0.518,714.5,199.6
86,3.44,298,person,0.503,554.3,143.9
87,3.48,238,person,0.834,258.3,424.0
87,3.48,26,person,0.802,511.1,330.9
87,3.48,293,person,0.728,565.3,287.3
87,3.48,5,person,0.719,324.0,343.5
87,3.48,280,person,0.566,713.3,202.5
87,3.48,291,person,0.52,558.1,148.9
87,3.48,295,person,0.5,323.6,330.5
88,3.52,238,person,0.806,264.8,422.9
88,3.52,26,person,0.785,512.3,331.7
88,3.52,293,person,0.736,562.4,287.9
88,3.52,5,person,0.68,324.7,340.5
88,3.52,280,person,0.628,714.7,203.4
88,3.52,291,person,0.57,559.2,148.7
88,3.52,305,person,0.457,824.8,305.3
89,3.56,5,person,0.821,324.3,338.2
89,3.56,238,person,0.782,270.8,423.5
89,3.56,26,person,0.706,510.3,331.0
89,3.56,280,person,0.601,717.3,202.9
89,3.56,293,person,0.588,561.4,288.1
89,3.56,291,person,0.578,559.5,147.1
89,3.56,305,person,0.521,824.1,305.1
90,3.6,5,person,0.8,324.3,336.1
90,3.6,26,person,0.752,508.5,332.0
90,3.6,238,person,0.728,278.4,422.5
90,3.6,293,person,0.686,557.5,287.4
90,3.6,280,person,0.633,720.5,204.6
90,3.6,306,person,0.594,307.1,324.2
90,3.6,291,person,0.53,562.1,147.4
90,3.6,305,person,0.491,824.0,302.2
91,3.64,26,person,0.792,509.4,332.0
91,3.64,238,person,0.778,283.8,422.8
91,3.64,5,person,0.697,323.7,334.4
91,3.64,280,person,0.683,723.8,202.2
91,3.64,293,person,0.649,559.3,286.7
91,3.64,291,person,0.509,563.7,148.3
91,3.64,306,person,0.458,307.5,327.7
91,3.64,305,person,0.399,822.7,302.3
92,3.68,26,person,0.856,509.9,331.0
92,3.68,280,person,0.777,723.9,203.3
92,3.68,5,person,0.761,324.4,332.4
92,3.68,238,person,0.739,281.5,422.7
92,3.68,293,person,0.655,558.5,281.1
92,3.68,313,person,0.651,657.5,147.4
92,3.68,291,person,0.639,566.1,148.2
92,3.68,306,person,0.518,306.8,335.4
92,3.68,298,person,0.475,563.4,146.4
92,3.68,314,person,0.475,555.1,279.8
92,3.68,305,person,0.336,822.0,298.1
93,3.72,26,person,0.869,510.9,326.8
93,3.72,280,person,0.795,724.4,203.4
93,3.72,293,person,0.79,557.8,278.7
93,3.72,238,person,0.75,286.9,424.3
93,3.72,313,person,0.652,659.5,147.5
93,3.72,306,person,0.632,306.3,340.5
93,3.72,5,person,0.617,327.7,329.5
93,3.72,305,person,0.602,820.3,303.9
93,3.72,298,person,0.573,564.9,144.3
93,3.72,291,person,0.513,563.8,148.1
93,3.72,314,person,0.449,551.1,278.6
94,3.76,26,person,0.824,510.1,323.7
94,3.76,238,person,0.784,292.6,424.8
94,3.76,293,person,0.728,556.6,277.9
94,3.76,316,person,0.682,39.4,125.8
94,3.76,5,person,0.665,327.7,322.2
94,3.76,280,person,0.662,724.8,204.9
94,3.76,313,person,0.623,663.3,148.0
94,3.76,314,person,0.532,552.8,277.2
94,3.76,298,person,0.529,568.8,145.2
94,3.76,305,person,0.509,822.9,306.3
94,3.76,306,person,0.492,303.7,343.0
94,3.76,291,person,0.376,568.8,148.1
95,3.8,238,person,0.739,298.7,424.9
95,3.8,314,person,0.735,554.4,278.9
95,3.8,26,person,0.688,506.6,322.5
95,3.8,313,person,0.574,665.5,148.0
95,3.8,316,person,0.555,43.1,125.7
95,3.8,5,person,0.528,324.7,317.5
95,3.8,305,person,0.522,825.2,308.1
95,3.8,280,person,0.499,726.7,201.9
95,3.8,306,person,0.498,300.8,347.8
95,3.8,298,person,0.469,567.6,146.3
95,3.8,291,person,0.369,568.3,152.3
96,3.84,238,person,0.764,304.0,425.7
96,3.84,26,person,0.701,507.3,324.1
96,3.84,314,person,0.694,552.9,279.5
96,3.84,305,person,0.674,826.8,308.7
96,3.84,280,person,0.615,727.0,209.1
96,3.84,313,person,0.605,669.0,149.0
96,3.84,5,person,0.602,325.0,316.6
96,3.84,291,person,0.596,568.6,152.4
96,3.84,316,person,0.563,47.9,125.0
96,3.84,306,person,0.506,300.2,348.6
97,3.88,314,person,0.744,553.4,278.2
97,3.88,313,person,0.715,672.9,148.6
97,3.88,238,person,0.698,311.1,426.4
97,3.88,280,person,0.683,730.1,210.1
97,3.88,26,person,0.607,509.0,326.2
97,3.88,305,person,0.592,829.2,308.7
97,3.88,5,person,0.567,323.3,315.9
97,3.88,291,person,0.547,571.7,152.5
97,3.88,298,person,0.52,570.2,150.4
97,3.88,306,person,0.466,299.3,352.3
97,3.88,316,person,0.308,53.6,124.6
98,3.92,26,person,0.768,508.9,327.0
98,3.92,293,person,0.762,554.4,275.4
98,3.92,238,person,0.744,317.6,427.7
98,3.92,313,person,0.651,675.6,149.0
98,3.92,5,person,0.628,323.5,314.3
98,3.92,280,person,0.552,733.9,208.7
98,3.92,305,person,0.551,829.6,306.9
98,3.92,298,person,0.54,572.5,152.9
98,3.92,306,person,0.456,300.2,351.8
98,3.92,316,person,0.408,58.9,124.7
98,3.92,291,person,0.371,575.9,154.5
99,3.96,238,person,0.778,324.4,426.9
99,3.96,26,person,0.776,508.8,326.8
99,3.96,280,person,0.704,736.4,208.5
99,3.96,293,person,0.635,554.0,272.8
99,3.96,5,person,0.608,325.4,314.4
99,3.96,313,person,0.538,678.4,147.5
99,3.96,305,person,0.522,826.2,305.1
99,3.96,291,person,0.485,577.4,151.7
99,3.96,306,person,0.448,300.1,356.0
99,3.96,298,person,0.432,573.8,151.0
99,3.96,316,person,0.308,64.9,125.0
100,4.0,238,person,0.749,331.7,427.8
100,4.0,26,person,0.654,512.4,324.5
100,4.0,293,person,0.654,554.7,272.0
100,4.0,280,person,0.617,733.3,208.9
100,4.0,5,person,0.601,325.8,316.1
100,4.0,313,person,0.582,679.7,149.5
100,4.0,305,person,0.558,826.2,306.7
100,4.0,291,person,0.476,579.5,151.6
100,4.0,316,person,0.474,71.7,124.3
100,4.0,306,person,0.411,302.7,357.4
100,4.0,298,person,0.363,575.8,150.4
101,4.04,238,person,0.78,337.2,429.9
101,4.04,26,person,0.747,515.2,324.1
101,4.04,293,person,0.716,552.8,273.1
101,4.04,5,person,0.705,329.7,317.2
101,4.04,313,person,0.67,684.8,150.6
101,4.04,280,person,0.565,737.2,208.7
101,4.04,291,person,0.461,582.2,153.3
101,4.04,305,person,0.459,829.9,307.2
101,4.04,316,person,0.451,77.6,125.7
101,4.04,322,person,0.417,301.4,358.7
102,4.08,238,person,0.799,345.6,430.3
102,4.08,314,person,0.715,553.6,274.4
102,4.08,26,person,0.693,515.1,323.7
102,4.08,280,person,0.642,741.2,210.6
102,4.08,5,person,0.603,333.1,316.2
102,4.08,291,person,0.563,584.3,156.1
102,4.08,313,person,0.551,687.6,150.7
102,4.08,305,person,0.455,833.2,307.8
102,4.08,316,person,0.392,82.8,126.1
102,4.08,322,person,0.349,305.2,360.1
103,4.12,26,person,0.785,516.8,325.0
103,4.12,238,person,0.779,354.3,431.2
103,4.12,280,person,0.722,746.0,212.9
103,4.12,313,person,0.654,693.8,150.9
103,4.12,291,person,0.646,586.5,158.6
103,4.12,314,person,0.636,555.4,274.7
103,4.12,5,person,0.635,337.5,314.3
103,4.12,322,person,0.587,307.6,359.1
103,4.12,305,person,0.516,835.0,312.0
103,4.12,316,person,0.48,90.1,126.7
103,4.12,293,person,0.344,554.4,270.2
104,4.16,238,person,0.783,362.2,431.6
104,4.16,26,person,0.742,516.4,325.5
104,4.16,316,person,0.698,98.7,126.0
104,4.16,313,person,0.667,699.1,150.7
104,4.16,328,sports ball,0.635,199.9,315.8
104,4.16,280,person,0.634,750.4,212.0
104,4.16,322,person,0.591,309.6,358.8
104,4.16,314,person,0.559,557.8,269.6
104,4.16,291,person,0.556,590.2,158.5
104,4.16,305,person,0.514,836.5,307.7
104,4.16,5,person,0.468,340.3,311.3
104,4.16,293,person,0.404,555.0,267.0
105,4.2,238,person,0.824,368.5,431.8
105,4.2,26,person,0.77,518.9,325.7
105,4.2,280,person,0.703,755.8,211.8
105,4.2,316,person,0.627,107.8,125.9
105,4.2,328,sports ball,0.608,199.6,313.2
105,4.2,293,person,0.602,555.9,266.9
105,4.2,305,person,0.6,837.7,307.9
105,4.2,5,person,0.554,336.1,311.6
105,4.2,322,person,0.515,313.6,359.2
105,4.2,313,person,0.485,699.2,149.1
105,4.2,291,person,0.387,592.9,156.1
106,4.24,26,person,0.809,523.3,326.4
106,4.24,280,person,0.747,759.4,210.3
