frame,time_sec,tracker_id,class,confidence,center_x,center_y
8,0.32,2,person,0.732,812.2,168.8
8,0.32,8,person,0.709,747.5,134.5
8,0.32,55,person,0.683,783.6,135.2
8,0.32,7,person,0.65,328.5,152.4
8,0.32,4,person,0.627,771.5,218.8
8,0.32,17,person,0.542,620.0,123.6
8,0.32,6,person,0.508,558.5,271.2
8,0.32,47,person,0.505,200.1,105.1
8,0.32,11,person,0.465,363.3,165.4
8,0.32,21,person,0.368,454.4,373.2
8,0.32,19,person,0.365,498.1,397.5
8,0.32,15,person,0.337,805.2,409.2
8,0.32,31,person,0.314,583.3,262.7
9,0.36,3,sports ball,0.786,376.4,326.6
9,0.36,13,person,0.776,318.1,449.8
9,0.36,4,person,0.751,777.4,220.2
9,0.36,1,person,0.746,642.3,257.4
9,0.36,2,person,0.699,819.8,168.5
9,0.36,26,person,0.679,370.7,250.7
9,0.36,8,person,0.661,754.8,134.5
9,0.36,7,person,0.58,331.9,152.7
9,0.36,47,person,0.571,206.7,104.7
9,0.36,17,person,0.523,626.5,124.1
9,0.36,55,person,0.522,790.6,134.1
9,0.36,15,person,0.502,812.2,409.0
9,0.36,6,person,0.474,567.6,271.3
9,0.36,21,person,0.426,455.9,369.8
9,0.36,11,person,0.422,369.5,164.5
9,0.36,31,person,0.419,588.3,263.8
10,0.4,13,person,0.78,325.9,450.0
10,0.4,3,sports ball,0.776,376.8,327.5
10,0.4,1,person,0.768,649.4,257.1
10,0.4,4,person,0.682,783.0,220.6
10,0.4,17,person,0.641,633.2,124.1
10,0.4,2,person,0.617,827.2,169.0
10,0.4,8,person,0.612,763.2,135.6
10,0.4,26,person,0.6,374.4,252.0
10,0.4,55,person,0.565,799.0,135.2
10,0.4,47,person,0.558,211.3,103.4
10,0.4,21,person,0.489,455.4,367.6
10,0.4,31,person,0.482,590.0,265.4
10,0.4,15,person,0.464,819.6,409.5
10,0.4,7,person,0.462,336.6,149.8
10,0.4,6,person,0.351,567.9,269.2
11,0.44,1,person,0.808,655.5,257.3
11,0.44,3,sports ball,0.749,377.5,327.8
11,0.44,4,person,0.737,787.8,221.3
11,0.44,17,person,0.703,639.4,124.5
11,0.44,13,person,0.696,332.3,449.4
11,0.44,47,person,0.657,218.2,104.7
11,0.44,8,person,0.608,771.1,135.6
11,0.44,26,person,0.571,377.2,253.0
11,0.44,55,person,0.557,806.4,135.6
11,0.44,6,person,0.543,578.2,270.3
11,0.44,7,person,0.534,343.4,151.2
11,0.44,15,person,0.419,825.5,405.4
11,0.44,11,person,0.356,380.9,165.0
11,0.44,31,person,0.35,595.3,261.8
12,0.48,1,person,0.812,663.9,257.2
12,0.48,13,person,0.773,339.2,449.3
12,0.48,26,person,0.634,381.1,253.7
12,0.48,17,person,0.625,646.1,124.3
12,0.48,4,person,0.596,792.7,220.8
12,0.48,8,person,0.556,778.5,135.9
12,0.48,3,sports ball,0.519,378.1,328.3
12,0.48,47,person,0.509,223.1,104.0
12,0.48,6,person,0.427,582.1,271.1
12,0.48,15,person,0.386,831.5,410.5
12,0.48,10,person,0.347,586.0,265.8
12,0.48,55,person,0.323,813.8,135.5
13,0.52,1,person,0.818,670.9,256.8
13,0.52,26,person,0.738,385.4,255.9
13,0.52,4,person,0.735,798.2,222.1
13,0.52,13,person,0.685,348.3,448.6
13,0.52,17,person,0.627,651.1,125.0
13,0.52,3,sports ball,0.617,379.2,329.3
13,0.52,19,person,0.584,492.4,395.6
13,0.52,47,person,0.537,228.9,105.9
13,0.52,8,person,0.495,786.3,136.1
13,0.52,7,person,0.463,352.9,151.9
13,0.52,10,person,0.438,592.0,270.0
13,0.52,21,person,0.431,464.6,370.8
13,0.52,15,person,0.416,838.4,408.7
13,0.52,55,person,0.308,821.7,134.9
14,0.56,1,person,0.738,679.0,256.7
14,0.56,3,sports ball,0.626,379.6,329.5
14,0.56,19,person,0.606,488.9,392.8
14,0.56,13,person,0.604,355.2,447.5
14,0.56,26,person,0.541,388.0,258.6
14,0.56,17,person,0.528,656.8,126.0
14,0.56,4,person,0.519,803.1,220.8
14,0.56,47,person,0.507,234.4,109.6
14,0.56,8,person,0.493,793.2,136.8
14,0.56,31,person,0.404,604.0,268.5
14,0.56,10,person,0.375,593.0,269.4
14,0.56,55,person,0.357,828.8,135.8
15,0.6,4,person,0.781,809.7,221.2
15,0.6,1,person,0.72,685.6,256.0
15,0.6,26,person,0.707,389.6,259.9
15,0.6,17,person,0.671,661.4,127.3
15,0.6,13,person,0.655,366.8,447.4
15,0.6,47,person,0.566,241.0,109.4
15,0.6,7,person,0.551,359.1,151.4
15,0.6,3,sports ball,0.522,381.0,330.0
15,0.6,8,person,0.514,800.6,137.7
15,0.6,19,person,0.492,485.6,378.7
15,0.6,31,person,0.485,609.2,268.4
15,0.6,10,person,0.417,592.0,270.6
15,0.6,6,person,0.339,599.2,270.1
16,0.64,19,person,0.739,483.6,379.1
16,0.64,1,person,0.725,692.2,256.1
16,0.64,26,person,0.688,393.0,259.7
16,0.64,6,person,0.638,605.9,269.7
16,0.64,7,person,0.593,362.2,152.6
16,0.64,13,person,0.563,373.3,445.8
16,0.64,17,person,0.548,665.2,126.6
16,0.64,47,person,0.543,245.2,109.1
16,0.64,4,person,0.543,815.7,221.8
16,0.64,8,person,0.524,808.3,138.1
16,0.64,11,person,0.487,404.7,167.5
16,0.64,3,sports ball,0.43,382.7,330.3
16,0.64,31,person,0.385,612.9,268.1
16,0.64,95,person,0.362,742.2,425.0
17,0.68,1,person,0.71,698.1,255.5
17,0.68,26,person,0.702,396.2,259.1
17,0.68,13,person,0.701,377.9,444.4
17,0.68,3,sports ball,0.686,383.8,331.1
17,0.68,6,person,0.628,610.1,268.1
17,0.68,4,person,0.626,820.6,222.7
17,0.68,19,person,0.585,477.9,379.7
17,0.68,7,person,0.578,365.8,151.0
17,0.68,17,person,0.537,671.8,129.1
17,0.68,47,person,0.523,249.7,108.8
17,0.68,11,person,0.514,410.1,166.1
17,0.68,8,person,0.484,814.8,138.3
18,0.72,3,sports ball,0.789,386.1,331.9
18,0.72,1,person,0.711,704.7,255.1
18,0.72,13,person,0.679,386.4,443.1
18,0.72,26,person,0.651,399.4,260.3
18,0.72,6,person,0.61,614.1,268.4
18,0.72,4,person,0.606,825.2,222.4
18,0.72,5,person,0.603,481.9,390.7
18,0.72,8,person,0.524,822.0,139.4
18,0.72,7,person,0.457,372.1,150.3
18,0.72,47,person,0.418,254.6,109.7
18,0.72,17,person,0.38,675.1,126.3
18,0.72,11,person,0.368,413.8,168.7
19,0.76,3,sports ball,0.78,387.4,331.4
19,0.76,13,person,0.708,393.2,441.2
19,0.76,1,person,0.708,710.0,255.1
19,0.76,26,person,0.618,402.3,265.3
19,0.76,6,person,0.611,620.3,266.8
19,0.76,17,person,0.589,682.7,129.6
19,0.76,8,person,0.568,827.2,140.8
19,0.76,19,person,0.566,481.5,375.4
19,0.76,4,person,0.536,828.5,225.2
19,0.76,47,person,0.502,259.7,111.6
19,0.76,5,person,0.443,482.4,389.5
19,0.76,7,person,0.35,375.3,151.5
20,0.8,3,sports ball,0.757,389.5,331.1
20,0.8,26,person,0.72,403.4,268.5
20,0.8,1,person,0.655,716.2,255.3
20,0.8,13,person,0.62,398.9,439.5
20,0.8,17,person,0.605,688.5,129.7
20,0.8,47,person,0.563,264.1,114.2
20,0.8,109,person,0.54,113.2,222.3
20,0.8,7,person,0.483,374.2,152.4
20,0.8,10,person,0.432,613.8,269.8
20,0.8,21,person,0.422,472.6,367.7
20,0.8,4,person,0.378,833.7,224.5
20,0.8,11,person,0.336,424.8,167.9
20,0.8,31,person,0.333,627.3,266.9
20,0.8,6,person,0.332,632.4,267.3
20,0.8,8,person,0.308,834.4,142.2
21,0.84,26,person,0.744,405.7,271.8
21,0.84,1,person,0.707,721.7,255.1
21,0.84,3,sports ball,0.694,390.2,332.0
21,0.84,17,person,0.661,691.1,130.5
21,0.84,47,person,0.632,268.9,114.4
21,0.84,5,person,0.603,467.8,388.2
21,0.84,109,person,0.592,118.0,224.4
21,0.84,111,person,0.532,482.7,177.4
21,0.84,13,person,0.53,405.8,438.8
21,0.84,7,person,0.53,376.9,152.5
21,0.84,4,person,0.48,836.8,225.9
21,0.84,10,person,0.458,618.2,271.1
21,0.84,11,person,0.391,427.1,167.4
21,0.84,8,person,0.361,838.5,141.6
21,0.84,31,person,0.302,631.7,263.2
22,0.88,13,person,0.653,410.9,437.3
22,0.88,26,person,0.651,408.3,272.3
22,0.88,1,person,0.647,726.8,255.4
22,0.88,3,sports ball,0.647,391.4,332.2
22,0.88,109,person,0.597,124.2,226.6
22,0.88,47,person,0.565,272.7,112.8
22,0.88,5,person,0.524,466.6,388.1
22,0.88,10,person,0.462,621.4,270.7
22,0.88,11,person,0.461,427.5,162.4
22,0.88,111,person,0.414,486.9,177.4
22,0.88,17,person,0.41,694.9,131.4
22,0.88,31,person,0.381,635.0,267.6
22,0.88,21,person,0.342,474.7,363.9
23,0.92,1,person,0.709,731.4,255.7
23,0.92,109,person,0.694,128.2,227.0
23,0.92,47,person,0.633,277.9,112.4
23,0.92,26,person,0.63,410.4,270.6
23,0.92,5,person,0.628,464.3,386.7
23,0.92,13,person,0.627,419.0,435.6
23,0.92,31,person,0.561,636.7,270.6
23,0.92,111,person,0.539,492.9,180.0
23,0.92,17,person,0.535,700.6,132.6
23,0.92,10,person,0.476,621.1,270.9
23,0.92,7,person,0.445,383.7,153.1
23,0.92,21,person,0.387,476.4,358.8
23,0.92,3,sports ball,0.37,391.8,333.0
24,0.96,26,person,0.707,413.0,275.1
24,0.96,1,person,0.697,737.8,255.6
24,0.96,13,person,0.661,425.2,435.5
24,0.96,109,person,0.628,134.2,226.1
24,0.96,3,sports ball,0.544,393.9,333.6
24,0.96,17,person,0.541,703.1,133.1
24,0.96,47,person,0.499,281.1,114.3
24,0.96,31,person,0.498,644.4,270.3
24,0.96,5,person,0.49,464.9,384.4
24,0.96,10,person,0.463,619.4,269.6
24,0.96,21,person,0.432,480.7,356.2
24,0.96,7,person,0.429,386.7,151.6
24,0.96,111,person,0.4,496.7,175.6
24,0.96,11,person,0.334,437.2,165.6
25,1.0,1,person,0.743,744.0,255.6
25,1.0,26,person,0.722,413.9,279.2
25,1.0,109,person,0.682,140.0,224.5
25,1.0,47,person,0.633,285.6,113.8
25,1.0,13,person,0.592,431.6,434.4
25,1.0,31,person,0.559,644.9,269.8
25,1.0,128,person,0.549,662.5,238.5
25,1.0,3,sports ball,0.522,394.6,333.7
25,1.0,10,person,0.509,621.6,269.4
25,1.0,17,person,0.467,706.0,132.5
25,1.0,95,person,0.381,741.8,425.0
25,1.0,11,person,0.38,439.4,168.2
25,1.0,111,person,0.352,499.8,177.9
25,1.0,7,person,0.345,391.5,152.1
26,1.04,3,sports ball,0.793,396.6,334.1
26,1.04,1,person,0.735,750.9,256.9
26,1.04,26,person,0.721,412.6,280.8
26,1.04,109,person,0.66,146.7,225.8
26,1.04,47,person,0.659,291.3,113.3
26,1.04,31,person,0.649,650.9,270.0
26,1.04,128,person,0.57,666.2,241.0
26,1.04,21,person,0.531,476.1,350.9
26,1.04,17,person,0.5,710.3,133.2
26,1.04,10,person,0.493,627.2,269.7
26,1.04,13,person,0.462,441.3,428.8
26,1.04,111,person,0.457,502.1,177.8
26,1.04,11,person,0.444,442.8,170.9
26,1.04,7,person,0.38,395.0,151.9
26,1.04,95,person,0.327,741.9,424.5
27,1.08,3,sports ball,0.805,397.7,334.2
27,1.08,1,person,0.758,756.5,256.4
27,1.08,31,person,0.7,652.0,270.4
27,1.08,26,person,0.686,415.4,282.8
27,1.08,21,person,0.677,470.0,351.7
27,1.08,13,person,0.653,446.4,429.5
27,1.08,5,person,0.643,448.8,378.7
27,1.08,109,person,0.595,150.6,227.5
27,1.08,128,person,0.574,670.4,240.1
27,1.08,47,person,0.571,292.7,113.1
27,1.08,17,person,0.523,715.2,135.0
27,1.08,10,person,0.497,626.4,264.6
27,1.08,11,person,0.477,447.3,171.9
27,1.08,111,person,0.368,505.4,179.7
27,1.08,7,person,0.354,394.4,150.6
28,1.12,21,person,0.727,471.5,353.2
28,1.12,109,person,0.721,154.7,229.4
28,1.12,3,sports ball,0.702,399.0,334.4
28,1.12,1,person,0.689,762.1,256.9
28,1.12,17,person,0.663,720.5,135.8
28,1.12,26,person,0.64,417.4,283.1
28,1.12,13,person,0.632,452.0,428.9
28,1.12,31,person,0.622,656.7,270.0
28,1.12,128,person,0.602,674.0,241.6
28,1.12,11,person,0.579,450.2,171.3
28,1.12,47,person,0.569,296.1,114.3
28,1.12,10,person,0.566,630.3,269.0
28,1.12,111,person,0.47,510.8,183.0
29,1.16,31,person,0.733,659.6,270.7
29,1.16,17,person,0.679,723.9,136.8
29,1.16,1,person,0.676,766.8,256.5
29,1.16,109,person,0.601,155.9,230.0
29,1.16,128,person,0.589,680.6,243.0
29,1.16,26,person,0.562,421.9,287.9
29,1.16,13,person,0.558,459.8,429.9
29,1.16,11,person,0.554,454.4,170.7
29,1.16,111,person,0.55,512.6,181.9
29,1.16,3,sports ball,0.494,400.3,334.3
29,1.16,10,person,0.475,630.7,268.9
29,1.16,21,person,0.429,471.0,349.0
29,1.16,136,person,0.419,154.0,225.3
29,1.16,5,person,0.415,444.5,375.3
30,1.2,31,person,0.731,661.0,271.0
30,1.2,1,person,0.661,771.3,257.4
30,1.2,109,person,0.612,158.0,231.0
30,1.2,17,person,0.595,727.3,136.3
30,1.2,10,person,0.587,631.2,268.8
30,1.2,21,person,0.562,469.1,342.9
30,1.2,26,person,0.552,420.2,291.6
30,1.2,128,person,0.551,683.8,241.8
30,1.2,47,person,0.502,301.7,119.9
30,1.2,5,person,0.422,444.8,378.2
30,1.2,13,person,0.412,466.0,430.2
30,1.2,11,person,0.409,456.6,171.5
30,1.2,111,person,0.331,516.8,183.1
30,1.2,3,sports ball,0.317,401.1,335.6
31,1.24,1,person,0.732,776.0,257.6
31,1.24,31,person,0.718,662.4,273.0
31,1.24,26,person,0.664,418.6,293.9
31,1.24,142,person,0.636,715.2,65.4
31,1.24,109,person,0.618,163.1,231.5
31,1.24,10,person,0.605,631.5,269.9
31,1.24,5,person,0.587,432.9,377.3
31,1.24,13,person,0.583,471.2,429.7
31,1.24,128,person,0.57,689.6,244.8
31,1.24,47,person,0.551,305.9,121.2
31,1.24,17,person,0.541,730.0,136.5
31,1.24,111,person,0.376,523.6,186.1
31,1.24,21,person,0.329,466.5,340.2
32,1.28,1,person,0.708,781.0,258.9
32,1.28,128,person,0.703,692.8,246.9
32,1.28,5,person,0.698,428.3,377.8
32,1.28,142,person,0.655,719.7,66.5
32,1.28,26,person,0.651,418.1,295.3
32,1.28,13,person,0.65,477.9,427.9
32,1.28,31,person,0.647,666.1,273.3
32,1.28,109,person,0.582,167.1,230.6
32,1.28,10,person,0.582,634.4,269.7
32,1.28,11,person,0.563,457.4,170.9
32,1.28,17,person,0.559,733.0,139.2
32,1.28,21,person,0.558,465.3,340.4
32,1.28,47,person,0.554,308.8,121.0
32,1.28,7,person,0.442,405.4,153.1
33,1.32,1,person,0.785,785.3,258.7
33,1.32,5,person,0.738,426.4,377.5
33,1.32,31,person,0.703,665.8,272.7
33,1.32,142,person,0.676,722.5,67.5
33,1.32,13,person,0.674,484.5,427.8
33,1.32,26,person,0.64,418.3,297.6
33,1.32,11,person,0.634,460.1,174.1
33,1.32,21,person,0.588,464.2,339.7
33,1.32,10,person,0.577,636.7,269.8
33,1.32,17,person,0.562,734.9,138.4
33,1.32,128,person,0.558,696.5,247.5
33,1.32,109,person,0.434,166.5,231.5
33,1.32,47,person,0.404,309.9,121.5
33,1.32,7,person,0.33,404.6,152.2
34,1.36,5,person,0.776,423.7,375.8
34,1.36,31,person,0.713,670.2,273.4
34,1.36,1,person,0.711,789.9,258.4
34,1.36,13,person,0.647,491.9,425.6
34,1.36,109,person,0.598,172.3,235.0
34,1.36,21,person,0.597,464.1,337.5
34,1.36,17,person,0.581,737.6,139.7
34,1.36,128,person,0.581,701.4,248.8
34,1.36,26,person,0.578,419.2,300.7
34,1.36,10,person,0.549,637.3,266.5
34,1.36,142,person,0.541,725.0,68.0
34,1.36,47,person,0.502,313.9,121.3
34,1.36,11,person,0.451,461.3,174.7
34,1.36,7,person,0.45,405.1,153.8
35,1.4,1,person,0.768,793.5,259.3
35,1.4,31,person,0.736,673.7,273.3
35,1.4,128,person,0.705,705.3,249.0
35,1.4,13,person,0.698,498.3,425.1
35,1.4,5,person,0.684,422.8,373.4
35,1.4,26,person,0.668,418.6,304.0
35,1.4,11,person,0.641,466.1,175.0
35,1.4,10,person,0.622,637.4,266.6
35,1.4,21,person,0.582,462.4,335.1
35,1.4,109,person,0.524,173.0,234.8
35,1.4,17,person,0.52,742.5,140.2
35,1.4,142,person,0.508,728.8,69.4
35,1.4,7,person,0.502,407.4,153.6
35,1.4,47,person,0.488,313.8,124.7
35,1.4,95,person,0.378,741.4,424.7
36,1.44,1,person,0.732,798.6,259.4
36,1.44,31,person,0.713,675.4,273.2
36,1.44,13,person,0.705,505.0,425.0
36,1.44,128,person,0.698,710.3,248.9
36,1.44,21,person,0.695,460.5,334.0
36,1.44,26,person,0.658,418.5,304.4
36,1.44,109,person,0.651,174.3,237.7
36,1.44,155,person,0.6,532.5,185.6
36,1.44,11,person,0.594,467.4,173.7
36,1.44,17,person,0.591,746.0,140.8
36,1.44,7,person,0.552,409.1,154.3
36,1.44,10,person,0.543,638.2,266.5
36,1.44,142,person,0.458,733.0,69.8
36,1.44,5,person,0.455,419.0,372.1
36,1.44,47,person,0.446,314.2,124.2
36,1.44,95,person,0.344,741.2,424.9
37,1.48,1,person,0.766,803.7,259.8
37,1.48,13,person,0.753,511.8,423.9
37,1.48,21,person,0.733,457.8,333.4
37,1.48,31,person,0.712,678.8,272.2
37,1.48,26,person,0.698,418.3,307.5
37,1.48,155,person,0.68,533.4,183.0
37,1.48,128,person,0.68,714.4,250.6
37,1.48,109,person,0.634,175.0,236.4
37,1.48,10,person,0.62,637.6,268.4
37,1.48,158,person,0.578,407.5,372.6
37,1.48,11,person,0.564,469.5,172.5
37,1.48,47,person,0.536,315.7,124.2
37,1.48,5,person,0.53,413.4,372.7
37,1.48,7,person,0.511,410.2,153.4
37,1.48,17,person,0.493,748.7,138.9
37,1.48,142,person,0.453,737.0,69.7
38,1.52,13,person,0.781,519.6,424.3
38,1.52,1,person,0.731,810.4,259.3
38,1.52,31,person,0.696,681.2,272.2
38,1.52,155,person,0.671,537.2,184.0
38,1.52,109,person,0.657,177.8,235.4
38,1.52,26,person,0.653,417.1,310.8
38,1.52,7,person,0.647,411.8,152.4
38,1.52,128,person,0.642,719.1,250.9
38,1.52,158,person,0.585,401.4,372.3
38,1.52,47,person,0.581,317.9,123.3
38,1.52,21,person,0.571,452.6,333.7
38,1.52,10,person,0.558,638.4,269.9
38,1.52,17,person,0.543,751.9,140.1
38,1.52,142,person,0.475,740.9,68.2
39,1.56,1,person,0.748,815.7,259.0
39,1.56,128,person,0.723,722.1,252.0
39,1.56,109,person,0.714,179.6,235.6
39,1.56,13,person,0.681,525.5,422.2
39,1.56,158,person,0.666,397.4,371.5
39,1.56,26,person,0.662,415.7,311.3
39,1.56,7,person,0.662,414.2,152.5
39,1.56,21,person,0.648,450.0,332.9
39,1.56,31,person,0.645,684.2,272.7
39,1.56,10,person,0.604,640.9,270.1
39,1.56,155,person,0.57,539.9,184.1
39,1.56,17,person,0.546,755.1,139.8
39,1.56,47,person,0.533,322.1,126.1
39,1.56,142,person,0.483,745.4,67.7
40,1.6,13,person,0.797,532.5,421.0
40,1.6,128,person,0.743,726.4,253.2
40,1.6,26,person,0.728,413.9,312.8
40,1.6,21,person,0.705,449.6,331.3
40,1.6,109,person,0.696,180.2,235.6
40,1.6,7,person,0.692,414.0,151.9
40,1.6,161,person,0.692,680.3,273.4
40,1.6,1,person,0.662,821.5,258.2
40,1.6,10,person,0.645,641.6,270.5
40,1.6,158,person,0.635,396.1,370.1
40,1.6,17,person,0.552,757.7,140.5
40,1.6,31,person,0.5,685.6,273.6
40,1.6,11,person,0.462,470.9,174.0
40,1.6,155,person,0.437,542.0,182.6
40,1.6,142,person,0.409,748.9,67.9
41,1.64,21,person,0.834,449.4,330.2
41,1.64,31,person,0.749,684.3,273.4
41,1.64,13,person,0.742,537.9,416.1
41,1.64,26,person,0.719,413.3,314.2
41,1.64,128,person,0.711,731.4,254.0
41,1.64,109,person,0.701,180.6,238.2
41,1.64,1,person,0.678,826.1,258.5
41,1.64,7,person,0.603,412.9,152.6
41,1.64,158,person,0.586,391.4,367.8
41,1.64,10,person,0.538,641.9,270.2
41,1.64,17,person,0.528,760.6,140.6
41,1.64,155,person,0.403,544.4,181.7
41,1.64,142,person,0.393,752.1,67.3
41,1.64,11,person,0.389,471.2,169.7
41,1.64,163,person,0.385,539.5,177.8
42,1.68,128,person,0.693,735.6,254.7
42,1.68,26,person,0.693,409.5,313.9
42,1.68,13,person,0.678,544.1,418.4
42,1.68,31,person,0.629,684.2,272.1
42,1.68,21,person,0.616,448.2,324.7
42,1.68,17,person,0.586,762.7,137.9
42,1.68,109,person,0.542,179.1,236.7
42,1.68,155,person,0.532,545.9,184.9
42,1.68,142,person,0.497,755.2,67.8
42,1.68,7,person,0.477,411.4,151.7
42,1.68,158,person,0.451,385.7,367.8
42,1.68,10,person,0.446,643.0,270.5
